symbol,ex_code,sectype,currency,name,sector,industry,startdate,enddate
2899.HK,HKSE,hkstock,HKD,ZIJIN MINING,Materials,none,2003-12-23,2022-09-02
3983.HK,HKSE,hkstock,HKD,CHINA BLUECHEM,Materials,none,2006-09-29,2022-09-02
3993.HK,HKSE,hkstock,HKD,CMOC,Materials,none,2007-04-26,2022-09-02
6616.HK,HKSE,hkstock,HKD,GLOBAL NEW MAT,Materials,none,2021-07-16,2022-09-02
0004.HK,HKSE,hkstock,HKD,WHARF HOLDINGS,Properties & Construction,none,2000-01-04,2022-09-02
0010.HK,HKSE,hkstock,HKD,HANG LUNG GROUP,Properties & Construction,none,2000-01-04,2022-09-02
0012.HK,HKSE,hkstock,HKD,HENDERSON LAND,Properties & Construction,none,2000-01-04,2022-09-02
0014.HK,HKSE,hkstock,HKD,HYSAN DEV,Properties & Construction,none,2000-01-04,2022-09-02
0016.HK,HKSE,hkstock,HKD,SHK PPT,Properties & Construction,none,2000-01-04,2022-09-02
0035.HK,HKSE,hkstock,HKD,FE CONSORT INTL,Properties & Construction,none,2000-01-04,2022-09-02
0041.HK,HKSE,hkstock,HKD,GREAT EAGLE H,Properties & Construction,none,2000-01-04,2022-09-02
0059.HK,HKSE,hkstock,HKD,SKYFAME REALTY,Properties & Construction,none,2005-08-19,2022-09-02
0081.HK,HKSE,hkstock,HKD,CH OVS G OCEANS,Properties & Construction,none,2000-01-04,2022-09-02
0083.HK,HKSE,hkstock,HKD,SINO LAND,Properties & Construction,none,2000-01-04,2022-09-02
0095.HK,HKSE,hkstock,HKD,LVGEM CHINA,Properties & Construction,none,2005-12-02,2022-09-02
0101.HK,HKSE,hkstock,HKD,HANG LUNG PPT,Properties & Construction,none,2000-01-04,2022-09-02
0119.HK,HKSE,hkstock,HKD,POLY PROPERTY,Properties & Construction,none,2000-01-04,2022-09-02
0120.HK,HKSE,hkstock,HKD,COSMOPOL INT'L,Properties & Construction,none,2004-02-24,2022-09-02
0123.HK,HKSE,hkstock,HKD,YUEXIU PROPERTY,Properties & Construction,none,2000-01-04,2022-09-02
0173.HK,HKSE,hkstock,HKD,K. WAH INT'L,Properties & Construction,none,2000-01-04,2022-09-02
0185.HK,HKSE,hkstock,HKD,ZENSUN ENT,Properties & Construction,none,2004-04-27,2022-09-02
0272.HK,HKSE,hkstock,HKD,SHUI ON LAND,Properties & Construction,none,2006-10-04,2022-09-02
0337.HK,HKSE,hkstock,HKD,GREENLAND HK,Properties & Construction,none,2006-10-10,2022-09-02
0390.HK,HKSE,hkstock,HKD,CHINA RAILWAY,Properties & Construction,none,2007-12-07,2022-09-02
0405.HK,HKSE,hkstock,HKD,YUEXIU REIT,Properties & Construction,none,2000-01-04,2022-09-02
0410.HK,HKSE,hkstock,HKD,SOHO CHINA,Properties & Construction,none,2007-10-08,2022-09-02
0435.HK,HKSE,hkstock,HKD,SUNLIGHT REIT,Properties & Construction,none,2007-10-31,2022-09-02
0496.HK,HKSE,hkstock,HKD,KASEN,Properties & Construction,none,2005-10-20,2022-09-02
0535.HK,HKSE,hkstock,HKD,GEMDALE PPT,Properties & Construction,none,2001-03-28,2022-09-02
0563.HK,HKSE,hkstock,HKD,SH IND URBAN,Properties & Construction,none,2007-11-12,2022-09-02
0604.HK,HKSE,hkstock,HKD,SHENZHEN INVEST,Properties & Construction,none,2002-08-14,2022-09-02
0683.HK,HKSE,hkstock,HKD,KERRY PPT,Properties & Construction,none,2000-01-04,2022-09-02
0687.HK,HKSE,hkstock,HKD,TYSAN HOLDINGS,Properties & Construction,none,2000-01-04,2022-09-02
0688.HK,HKSE,hkstock,HKD,CHINA OVERSEAS,Properties & Construction,none,2000-01-04,2022-09-02
0743.HK,HKSE,hkstock,HKD,ASIA CEMENT CH,Properties & Construction,none,2008-05-20,2022-09-02
0778.HK,HKSE,hkstock,HKD,FORTUNE REIT,Properties & Construction,none,2010-04-20,2022-09-02
0808.HK,HKSE,hkstock,HKD,PROSPERITY REIT,Properties & Construction,none,2007-10-31,2022-09-02
0817.HK,HKSE,hkstock,HKD,CHINA JINMAO,Properties & Construction,none,2007-08-17,2022-09-02
0823.HK,HKSE,hkstock,HKD,LINK REIT,Properties & Construction,none,2007-10-31,2022-09-02
0832.HK,HKSE,hkstock,HKD,CENTRAL CHINA,Properties & Construction,none,2008-06-06,2022-09-02
0873.HK,HKSE,hkstock,HKD,SHIMAO SERVICES,Properties & Construction,none,2020-10-30,2022-09-02
0884.HK,HKSE,hkstock,HKD,CIFI HOLD GP,Properties & Construction,none,2012-11-23,2022-09-02
0914.HK,HKSE,hkstock,HKD,CONCH CEMENT,Properties & Construction,none,2000-01-04,2022-09-02
0960.HK,HKSE,hkstock,HKD,LONGFOR GROUP,Properties & Construction,none,2009-11-19,2022-09-02
0978.HK,HKSE,hkstock,HKD,CHI MER LAND,Properties & Construction,none,2000-01-04,2022-09-02
1030.HK,HKSE,hkstock,HKD,SEAZEN,Properties & Construction,none,2013-01-17,2022-09-02
1098.HK,HKSE,hkstock,HKD,ROAD KING INFRA,Properties & Construction,none,2000-01-04,2022-09-02
1109.HK,HKSE,hkstock,HKD,CHINA RES LAND,Properties & Construction,none,2000-01-04,2022-09-02
1113.HK,HKSE,hkstock,HKD,CK ASSET,Properties & Construction,none,2015-06-03,2022-09-02
1176.HK,HKSE,hkstock,HKD,ZHUGUANG HOLD,Properties & Construction,none,2000-01-07,2022-09-02
1186.HK,HKSE,hkstock,HKD,CHINA RAIL CONS,Properties & Construction,none,2005-09-30,2022-09-02
1209.HK,HKSE,hkstock,HKD,CHINA RES MIXC,Properties & Construction,none,2020-12-09,2022-09-02
1233.HK,HKSE,hkstock,HKD,TIMES CHINA,Properties & Construction,none,2013-12-11,2022-09-02
1238.HK,HKSE,hkstock,HKD,POWERLONG,Properties & Construction,none,2009-10-14,2022-09-02
1313.HK,HKSE,hkstock,HKD,CHINARES CEMENT,Properties & Construction,none,2009-10-06,2022-09-02
1387.HK,HKSE,hkstock,HKD,CHINA DILI,Properties & Construction,none,2008-10-22,2022-09-02
1516.HK,HKSE,hkstock,HKD,SUNAC SERVICES,Properties & Construction,none,2020-11-19,2022-09-02
1528.HK,HKSE,hkstock,HKD,RS MACALLINE,Properties & Construction,none,2015-06-26,2022-09-02
1589.HK,HKSE,hkstock,HKD,CNLP,Properties & Construction,none,2016-07-15,2022-06-24
1618.HK,HKSE,hkstock,HKD,MCC,Properties & Construction,none,2009-09-24,2022-09-02
1622.HK,HKSE,hkstock,HKD,REDCO GROUP,Properties & Construction,none,2014-01-30,2022-09-02
1628.HK,HKSE,hkstock,HKD,YUZHOU PPT,Properties & Construction,none,2009-11-02,2022-09-02
1668.HK,HKSE,hkstock,HKD,CHINASOUTHCITY,Properties & Construction,none,2009-09-30,2022-09-02
1755.HK,HKSE,hkstock,HKD,S-ENJOY SERVICE,Properties & Construction,none,2018-11-06,2022-09-02
1800.HK,HKSE,hkstock,HKD,CHINA COMM CONS,Properties & Construction,none,2006-12-15,2022-09-02
1813.HK,HKSE,hkstock,HKD,KWG GROUP,Properties & Construction,none,2007-07-03,2022-09-02
1881.HK,HKSE,hkstock,HKD,REGAL REIT,Properties & Construction,none,2007-10-31,2022-09-02
1908.HK,HKSE,hkstock,HKD,C&D INTL GROUP,Properties & Construction,none,2012-12-14,2022-09-02
1966.HK,HKSE,hkstock,HKD,CHINA SCE GROUP,Properties & Construction,none,2010-02-05,2022-09-02
1972.HK,HKSE,hkstock,HKD,SWIREPROPERTIES,Properties & Construction,none,2000-01-04,2022-09-02
1995.HK,HKSE,hkstock,HKD,EVERSUNSHINE LS,Properties & Construction,none,2018-12-17,2022-09-02
1996.HK,HKSE,hkstock,HKD,RSUN PPT,Properties & Construction,none,2018-07-12,2022-09-02
1997.HK,HKSE,hkstock,HKD,WHARF REIC,Properties & Construction,none,2017-11-23,2022-09-02
2007.HK,HKSE,hkstock,HKD,COUNTRY GARDEN,Properties & Construction,none,2007-04-20,2022-09-02
2009.HK,HKSE,hkstock,HKD,BBMG,Properties & Construction,none,2009-07-29,2022-09-02
2019.HK,HKSE,hkstock,HKD,DEXIN CHINA,Properties & Construction,none,2019-02-26,2022-09-02
2048.HK,HKSE,hkstock,HKD,E-HOUSE ENT,Properties & Construction,none,2018-07-20,2022-08-31
2128.HK,HKSE,hkstock,HKD,CHINA LESSO,Properties & Construction,none,2010-06-23,2022-09-02
2202.HK,HKSE,hkstock,HKD,CHINA VANKE,Properties & Construction,none,2014-06-25,2022-09-02
2233.HK,HKSE,hkstock,HKD,WESTCHINACEMENT,Properties & Construction,none,2006-12-04,2022-09-02
2329.HK,HKSE,hkstock,HKD,GUORUI PPT,Properties & Construction,none,2014-10-10,2022-09-02
2599.HK,HKSE,hkstock,HKD,SHINSUN HOLD GP,Properties & Construction,none,2020-11-18,2022-09-02
2669.HK,HKSE,hkstock,HKD,CHINA OVS PPT,Properties & Construction,none,2015-10-23,2022-09-02
2768.HK,HKSE,hkstock,HKD,JIAYUAN INTL,Properties & Construction,none,2016-03-08,2022-09-02
2772.HK,HKSE,hkstock,HKD,ZHONGLIANG HLDG,Properties & Construction,none,2019-07-16,2022-09-02
2777.HK,HKSE,hkstock,HKD,R&F PROPERTIES,Properties & Construction,none,2006-03-23,2022-09-02
2778.HK,HKSE,hkstock,HKD,CHAMPION REIT,Properties & Construction,none,2007-10-31,2022-09-02
2869.HK,HKSE,hkstock,HKD,GREENTOWN SER,Properties & Construction,none,2016-07-12,2022-09-02
3301.HK,HKSE,hkstock,HKD,RONSHINECHINA,Properties & Construction,none,2016-01-13,2022-09-02
3311.HK,HKSE,hkstock,HKD,CHINA STATE CON,Properties & Construction,none,2000-01-04,2022-09-02
3319.HK,HKSE,hkstock,HKD,A-LIVING,Properties & Construction,none,2018-02-09,2022-09-02
3323.HK,HKSE,hkstock,HKD,CNBM,Properties & Construction,none,2006-03-23,2022-09-02
3377.HK,HKSE,hkstock,HKD,SINO-OCEAN GP,Properties & Construction,none,2007-09-28,2022-09-02
3383.HK,HKSE,hkstock,HKD,AGILE GROUP,Properties & Construction,none,2005-12-15,2022-09-02
3900.HK,HKSE,hkstock,HKD,GREENTOWN CHINA,Properties & Construction,none,2006-07-13,2022-09-02
3913.HK,HKSE,hkstock,HKD,KWG LIVING,Properties & Construction,none,2020-10-30,2022-09-02
3990.HK,HKSE,hkstock,HKD,MIDEA REAL EST,Properties & Construction,none,2018-10-11,2022-09-02
6049.HK,HKSE,hkstock,HKD,POLY PPT DEV,Properties & Construction,none,2019-12-19,2022-09-02
6098.HK,HKSE,hkstock,HKD,CG SERVICES,Properties & Construction,none,2018-06-19,2022-09-02
6158.HK,HKSE,hkstock,HKD,ZHENRO PPT,Properties & Construction,none,2018-01-16,2022-09-02
6878.HK,HKSE,hkstock,HKD,DIFFER GROUP,Properties & Construction,none,2013-12-09,2022-09-02
6989.HK,HKSE,hkstock,HKD,EXCELLENCE CM,Properties & Construction,none,2020-10-19,2022-09-02
9666.HK,HKSE,hkstock,HKD,JINKE SERVICES,Properties & Construction,none,2020-11-17,2022-09-02
9909.HK,HKSE,hkstock,HKD,POWERLONG CM,Properties & Construction,none,2019-12-30,2022-09-02
9928.HK,HKSE,hkstock,HKD,TIMES NEIGHBOR,Properties & Construction,none,2019-12-19,2022-09-02
9968.HK,HKSE,hkstock,HKD,HUIJING HLDGS,Properties & Construction,none,2020-01-16,2022-09-02
9979.HK,HKSE,hkstock,HKD,GREENTOWN MGMT,Properties & Construction,none,2020-07-10,2022-09-02
9983.HK,HKSE,hkstock,HKD,CC NEW LIFE,Properties & Construction,none,2020-05-15,2022-09-02
9993.HK,HKSE,hkstock,HKD,RADIANCE HLDGS,Properties & Construction,none,2020-10-29,2022-09-02
0008.HK,HKSE,hkstock,HKD,PCCW,Telecommunications,none,2003-01-22,2022-09-02
0215.HK,HKSE,hkstock,HKD,HUTCHTEL HK,Telecommunications,none,2004-04-01,2022-09-02
0315.HK,HKSE,hkstock,HKD,SMARTONE TELE,Telecommunications,none,2000-01-04,2022-09-02
0728.HK,HKSE,hkstock,HKD,CHINA TELECOM,Telecommunications,none,2002-11-15,2022-09-02
0762.HK,HKSE,hkstock,HKD,CHINA UNICOM,Telecommunications,none,2000-06-22,2022-09-02
0788.HK,HKSE,hkstock,HKD,CHINA TOWER,Telecommunications,none,2018-08-08,2022-09-02
0941.HK,HKSE,hkstock,HKD,CHINA MOBILE,Telecommunications,none,2000-01-04,2022-09-02
1310.HK,HKSE,hkstock,HKD,HKBN,Telecommunications,none,2015-03-12,2022-09-02
1883.HK,HKSE,hkstock,HKD,CITIC TELECOM,Telecommunications,none,2007-04-03,2022-09-02
6823.HK,HKSE,hkstock,HKD,HKT-SS,Telecommunications,none,2003-01-22,2022-09-02
0002.HK,HKSE,hkstock,HKD,CLP HOLDINGS,Utilities,none,2000-01-04,2022-09-02
0003.HK,HKSE,hkstock,HKD,HK & CHINA GAS,Utilities,none,2000-01-04,2022-09-02
0006.HK,HKSE,hkstock,HKD,POWER ASSETS,Utilities,none,2000-01-04,2022-09-02
0135.HK,HKSE,hkstock,HKD,KUNLUN ENERGY,Utilities,none,2000-01-04,2022-09-02
0257.HK,HKSE,hkstock,HKD,CHINA EB INT'L,Utilities,none,2000-01-04,2022-09-02
0270.HK,HKSE,hkstock,HKD,GUANGDONG INV,Utilities,none,2000-01-04,2022-09-02
0371.HK,HKSE,hkstock,HKD,BJ ENT WATER,Utilities,none,2002-04-15,2022-09-02
0384.HK,HKSE,hkstock,HKD,CHINA GAS HOLD,Utilities,none,2002-07-19,2022-09-02
0392.HK,HKSE,hkstock,HKD,BEIJING ENT,Utilities,none,2005-09-29,2022-09-02
0451.HK,HKSE,hkstock,HKD,GCL NEWENERGY,Utilities,none,2003-10-03,2022-09-02
0686.HK,HKSE,hkstock,HKD,PANDA GREEN,Utilities,none,2000-04-13,2022-09-02
0836.HK,HKSE,hkstock,HKD,CHINA RES POWER,Utilities,none,2003-11-12,2022-09-02
0855.HK,HKSE,hkstock,HKD,CHINA WATER,Utilities,none,2003-08-08,2022-09-02
0902.HK,HKSE,hkstock,HKD,HUANENG POWER,Utilities,none,2000-01-04,2022-09-02
0916.HK,HKSE,hkstock,HKD,CHINA LONGYUAN,Utilities,none,2009-12-10,2022-09-02
0991.HK,HKSE,hkstock,HKD,DATANG POWER,Utilities,none,2000-01-04,2022-09-02
1038.HK,HKSE,hkstock,HKD,CKI HOLDINGS,Utilities,none,2000-01-04,2022-09-02
1071.HK,HKSE,hkstock,HKD,HUADIAN POWER,Utilities,none,2000-01-04,2022-09-02
1083.HK,HKSE,hkstock,HKD,TOWNGAS CHINA,Utilities,none,2000-01-04,2022-09-02
1193.HK,HKSE,hkstock,HKD,CHINA RES GAS,Utilities,none,2001-02-05,2022-09-02
1257.HK,HKSE,hkstock,HKD,CEB GREENTECH,Utilities,none,2017-05-08,2022-09-02
1381.HK,HKSE,hkstock,HKD,CANVEST ENV,Utilities,none,2014-12-29,2022-09-02
1600.HK,HKSE,hkstock,HKD,TIAN LUN GAS,Utilities,none,2010-11-10,2022-09-02
1608.HK,HKSE,hkstock,HKD,VPOWER GROUP,Utilities,none,2016-11-24,2022-09-02
1811.HK,HKSE,hkstock,HKD,CGN NEW ENERGY,Utilities,none,2014-10-03,2022-09-02
1816.HK,HKSE,hkstock,HKD,CGN POWER,Utilities,none,2014-12-10,2022-09-02
2380.HK,HKSE,hkstock,HKD,CHINA POWER,Utilities,none,2004-10-15,2022-09-02
2638.HK,HKSE,hkstock,HKD,HKELECTRIC-SS,Utilities,none,2014-01-29,2022-09-02
2688.HK,HKSE,hkstock,HKD,ENN ENERGY,Utilities,none,2001-05-10,2022-09-02
3633.HK,HKSE,hkstock,HKD,ZHONGYU GAS,Utilities,none,2004-03-19,2022-09-02
3868.HK,HKSE,hkstock,HKD,XINYI ENERGY,Utilities,none,2019-05-28,2022-09-02
